0,542
1,340
2,460
3,540
4,506
5,573
6,700
7,954
8,1275
9,1458
10,1589
11,1609
12,1572
13,1564
14,1604
15,1780
16,1952
17,2054
18,2039
19,1972
20,2242
21,2214
22,2147
23,2052
24,1994
25,1956
26,1911
27,1969
28,2064
29,2112
30,2149
31,2257
32,2310
33,2347
34,2458
35,2394
36,2404
37,2392
38,2307
39,2341
40,2281
41,2512
42,2640
43,2656
44,2852
45,2904
46,2974
47,2826
48,2917
49,2774
50,2679
51,2506
52,2448
53,2167
54,2224
55,2065
56,1971
57,1783
58,1861
59,1722
60,1591
61,1521
62,1521
63,1452
64,1332
65,1231
66,1169
67,1124
68,1100
69,1066
70,1012
71,967
72,892
73,840
74,892
75,783
76,735
77,709
78,713
79,658
80,652
81,632
82,572
83,528
84,506
85,525
86,521
87,491
88,484
89,448
90,465
91,482
92,457
93,419
94,412
95,399
96,393
97,411
98,406
99,368
100,402
101,337
102,361
103,347
104,396
105,338
106,310
107,351
108,309
109,328
110,297
111,283
112,332
113,303
114,299
115,291
116,299
117,309
118,327
119,333
120,330
121,358
122,379
123,413
124,464
125,495
126,559
127,593
128,569
129,617
130,680
131,688
132,680
133,755
134,750
135,814
136,804
137,778
138,870
139,943
140,1046
141,1021
142,1006
143,939
144,1020
145,975
146,889
147,834
148,818
149,799
150,878
151,915
152,936
153,1063
154,1036
155,1035
156,1037
157,1088
158,1211
159,1455
160,1549
161,1415
162,1435
163,1451
164,1296
165,1113
166,959
167,980
168,1013
169,926
170,942
171,952
172,934
173,988
174,875
175,816
176,798
177,740
178,717
179,737
180,672
181,662
182,659
183,607
184,603
185,632
186,607
187,649
188,668
189,614
190,585
191,653
192,646
193,656
194,662
195,758
196,825
197,703
198,691
199,685
200,695
201,760
202,683
203,754
204,649
205,729
206,653
207,589
208,578
209,589
210,541
211,535
212,546
213,492
214,466
215,429
216,404
217,421
218,388
219,412
220,408
221,392
222,360
223,404
224,399
225,400
226,416
227,385
228,416
229,439
230,408
231,384
232,405
233,446
234,444
235,411
236,453
237,519
238,504
239,509
240,457
241,535
242,466
243,457
244,516
245,501
246,482
247,520
248,484
249,586
250,640
251,815
252,1424
253,3343
254,4099
255,5295
